
2349,2666
2241,2666
2554,4335
2241,2666

1020,1276
1020,1276
811,2187
1020,1276

278,311
214 ,311
184 ,618
214,311

1100,1487
1313,1487
1526,898
1291,1478

2001,1607
1820,1607
1686,3057
1820,1607

1954,2402
1831,2403
2393,3555
1726,2388

889,857
883 ,857
759 ,1444
858,868

3150,3275
3202,3336
3561,5338
3050,3275


1899,1973
1845,1973
1691,2923
1845,1973


605,579
595,579
483 ,1368
601 ,578
